transaction_id,account_id,customer_name,address,account_type,timestamp,amount,channel,merchant,device_id,ip_country,ip_city,customer_tenure_days,prior_avg_txn_amount,risk_score,flagged,signals,recommended_action,confidence,reasoning,injected_fraud_pattern
TXN001341,ACC001554,Sunita Kumar,"Gachibowli, Pune - 490449",Savings,2026-06-10T11:42:19.012106,590.45,UPI,Amazon India,DEV-218487,IN,Pune,849,491.59,0,False,,,,,
TXN001342,ACC000881,Sunita Desai,"Vasant Kunj, Mumbai - 886343",Current,2026-07-24T00:36:19.596438,61705.2,NEFT,Swiggy,DEV-359322,IN,Mumbai,278,56051.11,0,False,,,,,
TXN001343,ACC001648,Sanjay Singh,"Aundh, Ahmedabad - 334311",Salary,2026-06-10T21:15:02.586467,1229.42,NEFT,Salary Credit - Employer,DEV-316041,IN,Ahmedabad,2276,1761.2,0,False,,,,,
TXN001344,ACC001154,Priya Mehta,"Salt Lake, Kolkata - 143926",Savings,2026-06-14T14:15:49.581228,17270.18,Card,Flipkart,DEV-389155,IN,Kolkata,355,13894.93,0,False,,,,,
TXN001345,ACC001136,Anjali Gupta,"Powai, Kolkata - 563669",Savings,2026-05-12T19:32:53.133701,1418.4,UPI,DMart,DEV-623273,IN,Kolkata,1205,985.97,0,False,,,,,
TXN001346,ACC001520,Sanjay Gupta,"Koramangala, Chennai - 741809",Salary,2026-05-20T20:39:11.056282,77682.97,Card,Amazon India,DEV-817597,IN,Chennai,267,59402.58,0,False,,,,,
TXN001347,ACC000248,Rohit Joshi,"Banjara Hills, Chennai - 767090",Savings,2026-05-10T11:16:59.011588,1940.51,Card,Amazon India,DEV-463656,IN,Chennai,343,1886.04,0,False,,,,,
TXN001348,ACC001053,Sunita Pillai,"Banjara Hills, Bengaluru - 535353",Savings,2026-06-17T08:39:46.391613,15265.37,UPI,BigBasket,DEV-267575,IN,Bengaluru,2310,21597.47,0,False,,,,,
TXN001349,ACC002086,Karan Mehta,"Powai, Pune - 230056",Savings,2026-07-10T16:11:28.680227,453.36,NEFT,Zomato,DEV-570279,IN,Pune,2166,359.8,0,False,,,,,
TXN001350,ACC001657,Divya Patel,"Vasant Kunj, Mumbai - 212341",Salary,2026-06-17T07:34:36.630086,760.03,POS,Salary Credit - Employer,DEV-124730,IN,Mumbai,87,719.41,0,False,,,,,
TXN001351,ACC001827,Divya Bose,"Banjara Hills, Hyderabad - 581554",Savings,2026-05-07T20:31:54.789682,9645.82,UPI,Local Kirana Store,DEV-851232,IN,Hyderabad,1054,10356.73,0,False,,,,,
TXN001352,ACC000206,Pooja Patel,"Alwarpet, Mumbai - 375581",Savings,2026-06-01T07:04:06.548715,1831.63,UPI,Ola,DEV-412170,IN,Mumbai,51,1981.6,0,False,,,,,
TXN001353,ACC001200,Sunita Mehta,"Salt Lake, Hyderabad - 533485",Savings,2026-06-13T16:30:34.961419,14446.66,UPI,Rent Payment - Landlord,DEV-649749,IN,Hyderabad,251,13556.18,0,False,,,,,
TXN001354,ACC001810,Shalini Bose,"Alwarpet, Pune - 651403",Savings,2026-05-06T05:09:20.072223,335.45,UPI,Zomato,DEV-235022,IN,Pune,2429,315.59,0,False,,,,,
TXN001355,ACC001480,Anil Patel,"Gachibowli, Bengaluru - 265985",Current,2026-05-11T10:32:25.034281,199.59,Card,Salary Credit - Employer,DEV-365940,IN,Bengaluru,284,308.36,0,False,,,,,
TXN001356,ACC001953,Rajesh Kumar,"HSR Layout, Chennai - 539674",Savings,2026-05-14T10:58:36.332941,1306.13,IMPS,Petrol Pump - HP,DEV-689605,IN,Chennai,1402,1803.17,0,False,,,,,
TXN001357,ACC002194,Deepak Nair,"Salt Lake, Bengaluru - 746743",Savings,2026-05-17T21:30:56.910175,702.82,UPI,Amazon India,DEV-154406,IN,Bengaluru,46,717.36,0,False,,,,,
TXN001358,ACC000302,Arjun Kumar,"Kothrud, Mumbai - 409477",Savings,2026-05-22T13:30:37.253569,3791.3,UPI,HDFC Credit Card Payment,DEV-253541,IN,Mumbai,1183,4092.16,0,False,,,,,
TXN001359,ACC002037,Pooja Bose,"Andheri West, Pune - 490337",Savings,2026-06-15T04:26:13.375748,80072.0,POS,BigBasket,DEV-670323,IN,Pune,235,11943.86,55,True,amount 6.7x above account average; unusual transaction hour (04:00),Route to Analyst,85,An exceptionally large grocery transaction at 4 AM is highly anomalous and requires analyst review.,odd_hour_high_amount
TXN001360,ACC000905,Shalini Verma,"Vasant Kunj, Mumbai - 387061",Savings,2026-05-12T12:58:32.691628,14215.79,UPI,HDFC Credit Card Payment,DEV-281370,IN,Mumbai,1071,9910.88,0,False,,,,,
TXN001361,ACC001677,Sanjay Sharma,"Alwarpet, Pune - 141248",Salary,2026-05-12T20:52:36.754043,1640.94,Card,Rent Payment - Landlord,DEV-519495,IN,Pune,2210,1790.37,0,False,,,,,
TXN001362,ACC000192,Rohit Pillai,"Powai, Hyderabad - 826490",Current,2026-05-24T09:47:51.255096,10860.75,UPI,IRCTC,DEV-936433,IN,Hyderabad,132,8001.09,0,False,,,,,
TXN001363,ACC000313,Shalini Sharma,"Malviya Nagar, Kolkata - 224052",Current,2026-06-06T17:07:48.134021,6425.13,UPI,Ola,DEV-117711,IN,Kolkata,1297,7864.63,0,False,,,,,
TXN001364,ACC000040,Shalini Nair,"Indiranagar, Kolkata - 883826",Savings,2026-05-17T13:47:58.239005,12307.17,UPI,HDFC Credit Card Payment,DEV-994905,IN,Kolkata,445,14255.64,0,False,,,,,
TXN001365,ACC000131,Manoj Verma,"Alwarpet, Delhi - 588461",Savings,2026-06-09T09:12:22.241388,10147.0,UPI,BigBasket,DEV-773540,IN,Delhi,2325,12703.41,0,False,,,,,
TXN001366,ACC000715,Arjun Bose,"Malviya Nagar, Pune - 550005",Salary,2026-06-16T21:51:44.547317,2055.3,NEFT,LIC Premium,DEV-376331,IN,Pune,249,1512.65,0,False,,,,,
TXN001367,ACC001035,Amit Kumar,"Malviya Nagar, Mumbai - 826163",Current,2026-06-25T15:49:21.077281,19388.4,UPI,LIC Premium,DEV-365735,IN,Mumbai,2059,13713.99,0,False,,,,,
TXN001368,ACC000523,Manoj Joshi,"Aundh, Pune - 620860",Savings,2026-07-14T14:57:28.749838,8795.81,UPI,Airtel Recharge,DEV-204917,IN,Pune,456,7073.91,0,False,,,,,
TXN001369,ACC000943,Sanjay Singh,"Jubilee Hills, Delhi - 733347",Savings,2026-07-14T14:25:12.810399,1447.27,IMPS,Salary Credit - Employer,DEV-583819,IN,Delhi,266,1430.61,0,False,,,,,
TXN001370,ACC001619,Anil Sharma,"Koramangala, Hyderabad - 525925",Current,2026-06-09T00:05:56.880341,940.74,UPI,DMart,DEV-227211,IN,Hyderabad,86,1129.08,0,False,,,,,
TXN001371,ACC000020,Priya Patel,"Ballygunge, Pune - 723398",Savings,2026-06-16T14:18:28.873677,825.29,Card,Local Restaurant,DEV-697347,IN,Pune,71,1271.06,0,False,,,,,
TXN001372,ACC000874,Sunita Mehta,"Koramangala, Hyderabad - 329565",Savings,2026-05-09T23:50:49.613004,63436.08,POS,Local Kirana Store,DEV-604322,IN,Hyderabad,1561,53859.74,0,False,,,,,
TXN001373,ACC000436,Rohit Sharma,"Kothrud, Kolkata - 460987",Current,2026-06-08T17:19:46.012981,40424.95,POS,Airtel Recharge,DEV-419343,IN,Kolkata,229,34482.8,0,False,,,,,
TXN001374,ACC002104,Ritu Joshi,"Kothrud, Bengaluru - 224704",Savings,2026-07-26T17:20:46.667182,64663.25,UPI,Uber,DEV-482394,IN,Bengaluru,244,75818.22,0,False,,,,,
TXN001375,ACC001298,Neha Reddy,"Indiranagar, Kolkata - 874011",Savings,2026-05-28T22:37:32.540546,67893.38,Card,Metro Card Recharge,DEV-763753,IN,Kolkata,65,48916.15,0,False,,,,,
TXN001376,ACC000355,Pooja Joshi,"Jubilee Hills, Bengaluru - 398433",Current,2026-07-21T18:26:55.911913,72907.45,UPI,Apollo Pharmacy,DEV-308622,IN,Bengaluru,1420,71378.96,0,False,,,,,
TXN001377,ACC001933,Divya Pillai,"Alwarpet, Ahmedabad - 548694",Savings,2026-05-26T13:14:58.233381,551.29,UPI,Apollo Pharmacy,DEV-802629,IN,Ahmedabad,1576,552.46,0,False,,,,,
TXN001378,ACC000025,Vikram Kumar,"Koramangala, Delhi - 824586",Salary,2026-05-13T17:08:04.042831,75619.87,POS,Airtel Recharge,DEV-110139,IN,Delhi,900,60868.38,0,False,,,,,
TXN001379,ACC001939,Shalini Gupta,"Koramangala, Hyderabad - 614734",Salary,2026-05-29T13:30:02.995510,71598.96,Card,Uber,DEV-848269,IN,Hyderabad,1776,78108.42,0,False,,,,,
TXN001380,ACC001085,Ritu Desai,"Jubilee Hills, Chennai - 172956",Savings,2026-05-25T08:40:49.143966,370.27,UPI,BSES Electricity Bill,DEV-532686,IN,Chennai,297,365.35,0,False,,,,,
TXN001381,ACC001628,Sunita Pillai,"Koramangala, Chennai - 675617",Salary,2026-07-23T08:52:42.998800,2156.4,IMPS,Rent Payment - Landlord,DEV-678457,IN,Chennai,180,1315.56,0,False,,,,,
TXN001382,ACC000807,Rohit Gupta,"Salt Lake, Chennai - 880523",Salary,2026-06-02T16:36:59.555042,38711.41,Card,Uber,DEV-551643,IN,Chennai,240,52542.97,0,False,,,,,
TXN001383,ACC001208,Sunita Kumar,"Salt Lake, Pune - 488892",Savings,2026-06-27T22:33:01.233194,1121.5,UPI,Amazon India,DEV-331454,IN,Pune,303,1425.73,0,False,,,,,
TXN001384,ACC000495,Anjali Patel,"Banjara Hills, Kolkata - 715702",Savings,2026-06-24T09:18:18.630081,6311.41,UPI,BigBasket,DEV-863998,IN,Kolkata,2067,12473.75,0,False,,,,,
TXN001385,ACC000326,Rajesh Singh,"Powai, Hyderabad - 877948",Savings,2026-05-17T13:38:09.487956,65400.95,Card,Netflix India,DEV-764343,IN,Hyderabad,262,60742.86,0,False,,,,,
TXN001386,ACC001133,Sunita Reddy,"Jubilee Hills, Hyderabad - 609877",Savings,2026-06-03T11:56:14.577523,30191.42,POS,Rent Payment - Landlord,DEV-876424,IN,Hyderabad,117,25425.73,0,False,,,,,
TXN001387,ACC002043,Amit Joshi,"Alwarpet, Bengaluru - 160451",Current,2026-06-24T10:05:37.974800,2322.71,UPI,Swiggy,DEV-793444,IN,Bengaluru,325,1603.04,0,False,,,,,
TXN001388,ACC001521,Sanjay Pillai,"Banjara Hills, Pune - 726768",Savings,2026-07-04T16:55:13.079988,33362.04,IMPS,Local Kirana Store,DEV-789892,IN,Pune,2400,40821.96,0,False,,,,,
TXN001389,ACC002135,Manoj Rao,"Ballygunge, Mumbai - 758956",Savings,2026-06-03T07:33:27.142225,16001.15,Card,Reliance Retail,DEV-680174,IN,Mumbai,1245,9802.63,0,False,,,,,
TXN001390,ACC000717,Kavita Nair,"Kothrud, Hyderabad - 764073",Savings,2026-06-23T11:29:45.959614,16008.95,Card,Apollo Pharmacy,DEV-255074,IN,Hyderabad,104,3182.16,65,True,amount 5.0x above account average; transaction from an unrecognized device,Route to Analyst,80,A pharmacy transaction from an unrecognized device with an elevated amount requires analyst review to ensure legitimacy.,new_device_high_amount
TXN001391,ACC001591,Amit Rao,"Gachibowli, Mumbai - 619356",Current,2026-06-16T09:54:23.372776,88375.26,UPI,Ola,DEV-936016,IN,Mumbai,1306,52397.39,0,False,,,,,
TXN001392,ACC000539,Divya Joshi,"Powai, Bengaluru - 722871",Savings,2026-07-06T20:13:04.407341,24394.14,POS,Airtel Recharge,DEV-904894,IN,Bengaluru,1616,31224.23,0,False,,,,,
TXN001393,ACC000130,Vikram Patel,"Jubilee Hills, Ahmedabad - 678443",Savings,2026-06-12T21:42:34.207087,42423.7,NEFT,Amazon India,DEV-486831,IN,Ahmedabad,92,38458.27,0,False,,,,,
TXN001394,ACC000515,Vikram Sharma,"Alwarpet, Ahmedabad - 342034",Savings,2026-05-05T09:54:32.568714,845.11,UPI,Zomato,DEV-362867,IN,Ahmedabad,2021,1120.55,0,False,,,,,
TXN001395,ACC001165,Meera Iyer,"Powai, Delhi - 742501",Savings,2026-05-05T18:30:12.118780,10145.57,UPI,Rent Payment - Landlord,DEV-745330,IN,Delhi,1061,8374.68,0,False,,,,,
TXN001396,ACC001719,Rohit Verma,"Gachibowli, Pune - 680337",Current,2026-05-17T13:02:22.880629,42780.71,UPI,Ola,DEV-506532,IN,Pune,1804,45378.0,0,False,,,,,
TXN001397,ACC000961,Arjun Desai,"Aundh, Bengaluru - 263984",Salary,2026-06-10T06:16:28.842828,37595.4,POS,BigBasket,DEV-804524,IN,Bengaluru,1675,54619.23,0,False,,,,,
TXN001398,ACC001610,Kavita Iyer,"Aundh, Chennai - 198957",Savings,2026-07-19T22:30:41.225157,20739.09,UPI,Netflix India,DEV-755894,IN,Chennai,1103,26871.05,0,False,,,,,
TXN001399,ACC001737,Karan Rao,"Malviya Nagar, Bengaluru - 778267",Savings,2026-05-25T16:02:06.227005,10080.57,UPI,Airtel Recharge,DEV-692389,IN,Bengaluru,443,8599.35,0,False,,,,,
TXN001400,ACC001822,Deepak Kumar,"HSR Layout, Mumbai - 453141",Savings,2026-07-23T09:18:35.024456,5566.22,IMPS,Flipkart,DEV-809708,IN,Mumbai,423,10309.06,0,False,,,,,
TXN001401,ACC001823,Manoj Iyer,"Koramangala, Pune - 470959",Savings,2026-07-06T13:34:18.151428,873.54,UPI,Local Restaurant,DEV-940361,IN,Pune,251,1491.01,0,False,,,,,
TXN001402,ACC000398,Vikram Gupta,"Alwarpet, Chennai - 668573",Current,2026-06-30T23:45:01.607124,4497.95,UPI,Petrol Pump - HP,DEV-734775,IN,Chennai,74,9447.68,0,False,,,,,
TXN001403,ACC001112,Sunita Bose,"Vasant Kunj, Mumbai - 714110",Savings,2026-06-12T16:44:36.998151,56711.09,UPI,DMart,DEV-785456,IN,Mumbai,257,40231.58,0,False,,,,,
TXN001404,ACC001087,Manoj Joshi,"Banjara Hills, Pune - 244360",Savings,2026-05-04T21:00:43.830046,867.39,UPI,Uber,DEV-329639,IN,Pune,360,1357.22,0,False,,,,,
TXN001405,ACC000308,Manoj Bose,"Jubilee Hills, Pune - 748314",NRI,2026-07-18T21:23:54.543062,5155.82,IMPS,BSES Electricity Bill,DEV-407835,IN,Pune,741,4773.6,0,False,,,,,
TXN001406,ACC002175,Sunita Patel,"Malviya Nagar, Ahmedabad - 155658",Salary,2026-05-14T05:28:51.216583,663.67,IMPS,Metro Card Recharge,DEV-839421,IN,Ahmedabad,279,737.06,0,False,,,,,
TXN001407,ACC000990,Rajesh Joshi,"HSR Layout, Chennai - 295370",Salary,2026-07-24T15:41:52.036870,30159.94,UPI,School Fee Payment,DEV-453737,IN,Chennai,2221,33154.84,0,False,,,,,
TXN001408,ACC002184,Sanjay Chatterjee,"Salt Lake, Hyderabad - 425230",Current,2026-05-21T08:35:43.995607,444.32,UPI,Uber,DEV-506610,IN,Hyderabad,2018,1036.62,0,False,,,,,
TXN001409,ACC000551,Deepak Gupta,"Ballygunge, Hyderabad - 795350",Current,2026-07-06T13:02:46.271768,799.75,POS,Flipkart,DEV-886365,IN,Hyderabad,87,829.29,0,False,,,,,
TXN001410,ACC001729,Anil Pillai,"Alwarpet, Delhi - 873364",Salary,2026-06-14T08:45:00.725032,1827.73,NEFT,LIC Premium,DEV-586172,IN,Delhi,995,1464.37,0,False,,,,,
TXN001411,ACC000600,Arjun Mehta,"Aundh, Kolkata - 762917",Savings,2026-07-12T20:39:23.985503,46876.43,UPI,Zomato,DEV-363076,IN,Kolkata,267,46342.11,0,False,,,,,
TXN001412,ACC000191,Pooja Reddy,"Vasant Kunj, Kolkata - 512022",Salary,2026-05-03T19:33:15.448511,1880.16,UPI,School Fee Payment,DEV-441716,IN,Kolkata,1672,1522.77,0,False,,,,,
TXN001413,ACC002040,Amit Pillai,"Koramangala, Pune - 730157",Savings,2026-05-26T12:58:11.304815,11713.58,NEFT,Rent Payment - Landlord,DEV-636198,IN,Pune,761,10722.25,0,False,,,,,
TXN001414,ACC000252,Meera Nair,"Malviya Nagar, Hyderabad - 395198",Savings,2026-06-13T22:26:52.779370,405.06,UPI,Reliance Retail,DEV-529161,IN,Hyderabad,1040,482.79,0,False,,,,,
TXN001415,ACC002191,Karan Chatterjee,"Ballygunge, Mumbai - 564371",Savings,2026-06-24T11:21:50.996455,21101.38,POS,Local Kirana Store,DEV-599497,IN,Mumbai,362,41634.86,0,False,,,,,
TXN001416,ACC000454,Rajesh Rao,"Aundh, Kolkata - 162976",Savings,2026-05-07T04:04:06.441214,293.58,UPI,Apollo Pharmacy,DEV-501393,IN,Kolkata,2113,663.21,20,False,unusual transaction hour (04:00),,,,
TXN001417,ACC001684,Rajesh Rao,"Ballygunge, Pune - 134156",Savings,2026-06-12T19:31:18.360882,10524.29,UPI,Local Restaurant,DEV-953381,IN,Pune,82,12031.41,0,False,,,,,
TXN001418,ACC001428,Vikram Nair,"Malviya Nagar, Bengaluru - 700500",Salary,2026-05-17T14:38:01.880069,463.43,IMPS,Uber,DEV-758229,IN,Bengaluru,1117,390.38,0,False,,,,,
TXN001419,ACC001805,Shalini Rao,"Kothrud, Ahmedabad - 702213",Salary,2026-06-17T08:56:57.263656,65321.01,Card,IRCTC,DEV-812393,IN,Ahmedabad,278,53159.85,0,False,,,,,
TXN001420,ACC002049,Arjun Kumar,"Koramangala, Delhi - 701839",Savings,2026-07-12T10:48:07.517060,21189.61,IMPS,BSES Electricity Bill,DEV-631750,IN,Delhi,788,29164.71,0,False,,,,,
TXN001421,ACC000089,Kavita Pillai,"Gachibowli, Pune - 573489",Savings,2026-06-06T14:27:25.301640,59359.08,IMPS,Salary Credit - Employer,DEV-855855,IN,Pune,339,57556.34,0,False,,,,,
TXN001422,ACC001688,Rajesh Patel,"Banjara Hills, Delhi - 382555",Savings,2026-07-16T14:31:05.206197,46174.99,IMPS,Ola,DEV-341687,IN,Delhi,97,49993.78,0,False,,,,,
TXN001423,ACC000395,Ritu Patel,"HSR Layout, Delhi - 430779",Savings,2026-07-03T18:58:48.000670,142.81,UPI,Airtel Recharge,DEV-499194,IN,Delhi,168,234.34,0,False,,,,,
TXN001424,ACC000986,Vikram Nair,"Indiranagar, Pune - 236113",Current,2026-05-14T16:59:21.739120,1033.59,Card,Metro Card Recharge,DEV-231945,IN,Pune,306,1060.02,0,False,,,,,
TXN001425,ACC000952,Pooja Bose,"Malviya Nagar, Delhi - 306508",Savings,2026-05-20T06:15:32.540330,20705.42,NEFT,Zomato,DEV-927614,IN,Delhi,63,33090.51,0,False,,,,,
TXN001426,ACC000529,Karan Bose,"Salt Lake, Mumbai - 425625",Current,2026-05-11T19:50:44.396388,10508.58,POS,Myntra,DEV-252168,IN,Mumbai,1022,1436.34,65,True,amount 7.3x above account average; transaction from an unrecognized device,Route to Analyst,80,An e-commerce purchase from an unrecognized device with a high deviation from average spending warrants analyst review.,new_device_high_amount
TXN001427,ACC001359,Anjali Singh,"Powai, Pune - 442305",Salary,2026-07-21T08:23:32.066071,843.67,NEFT,Salary Credit - Employer,DEV-925519,IN,Pune,312,688.7,0,False,,,,,
TXN001428,ACC001110,Sunita Chatterjee,"Koramangala, Delhi - 357309",Savings,2026-05-02T20:26:37.399918,6270.95,Card,Amazon India,DEV-364405,IN,Delhi,476,8336.83,0,False,,,,,
TXN001429,ACC000279,Vikram Gupta,"Salt Lake, Pune - 862491",Salary,2026-06-09T13:49:06.906161,3979.96,UPI,Netflix India,DEV-120053,IN,Pune,1768,4449.54,0,False,,,,,
TXN001430,ACC000041,Vikram Sharma,"Powai, Bengaluru - 590094",Salary,2026-05-16T14:10:59.753333,2677.98,UPI,DMart,DEV-859359,IN,Bengaluru,2150,6369.68,0,False,,,,,
TXN001431,ACC002083,Ritu Chatterjee,"Banjara Hills, Chennai - 842510",Savings,2026-06-23T04:34:33.109096,12301.12,UPI,Netflix India,DEV-773920,IN,Chennai,223,9935.07,20,False,unusual transaction hour (04:00),,,,
TXN001432,ACC000151,Neha Pillai,"Andheri West, Bengaluru - 677086",Current,2026-05-11T06:14:50.133838,230.83,Card,Uber,DEV-814281,IN,Bengaluru,301,294.48,0,False,,,,,
TXN001433,ACC002088,Kavita Mehta,"Malviya Nagar, Hyderabad - 400788",Salary,2026-06-27T15:31:41.000799,12710.18,UPI,BigBasket,DEV-743066,IN,Hyderabad,2365,8445.34,0,False,,,,,
TXN001434,ACC000316,Pooja Gupta,"Salt Lake, Hyderabad - 884645",Savings,2026-06-06T14:51:19.852034,39688.36,POS,Housing Society Maintenance,DEV-189261,IN,Hyderabad,314,40615.31,0,False,,,,,
TXN001435,ACC000320,Sanjay Bose,"Banjara Hills, Chennai - 812591",Savings,2026-06-22T22:18:48.275091,4882.12,NEFT,BigBasket,DEV-390119,IN,Chennai,384,4879.83,0,False,,,,,
TXN001436,ACC000334,Rajesh Bose,"Gachibowli, Delhi - 240386",Salary,2026-07-15T08:25:43.968167,7449.55,UPI,Rent Payment - Landlord,DEV-717661,IN,Delhi,52,8267.6,0,False,,,,,
TXN001437,ACC000450,Rajesh Desai,"Vasant Kunj, Hyderabad - 203050",Savings,2026-07-02T20:05:53.917303,7212.5,Card,School Fee Payment,DEV-451238,IN,Hyderabad,763,7613.22,0,False,,,,,
TXN001438,ACC001131,Sanjay Rao,"Andheri West, Mumbai - 216844",Savings,2026-07-02T15:55:33.911736,1734.91,UPI,Reliance Retail,DEV-141877,IN,Mumbai,310,1610.97,0,False,,,,,
TXN001439,ACC001961,Arjun Verma,"Aundh, Mumbai - 662361",Savings,2026-07-14T17:52:01.835655,72604.22,Card,Netflix India,DEV-436433,IN,Mumbai,296,71536.03,0,False,,,,,
TXN001440,ACC000766,Arjun Verma,"Ballygunge, Bengaluru - 495896",Savings,2026-07-13T14:45:24.743169,33906.25,NEFT,BSES Electricity Bill,DEV-672612,IN,Bengaluru,94,27197.7,0,False,,,,,
TXN001441,ACC000532,Kavita Pillai,"Jubilee Hills, Kolkata - 884727",Savings,2026-06-11T12:13:19.969496,3299.72,NEFT,Metro Card Recharge,DEV-445281,IN,Kolkata,859,3173.23,0,False,,,,,
TXN001442,ACC000432,Kavita Singh,"Salt Lake, Kolkata - 751034",NRI,2026-06-12T09:21:38.547808,2085.66,Card,Amazon India,DEV-520286,IN,Kolkata,803,2922.01,0,False,,,,,
TXN001443,ACC000629,Sanjay Rao,"Aundh, Kolkata - 621711",Savings,2026-06-08T17:54:53.208509,11289.5,UPI,Myntra,DEV-553515,IN,Kolkata,210,10074.64,0,False,,,,,
TXN001444,ACC000430,Rajesh Verma,"Banjara Hills, Pune - 746910",Savings,2026-05-17T01:50:53.127061,9528.65,UPI,Reliance Retail,DEV-342948,IN,Pune,763,10377.44,20,False,unusual transaction hour (01:00),,,,
TXN001445,ACC000470,Sanjay Chatterjee,"Gachibowli, Pune - 363592",Savings,2026-07-19T10:02:17.213292,9813.04,UPI,School Fee Payment,DEV-398911,IN,Pune,272,13994.75,0,False,,,,,
TXN001446,ACC000503,Kavita Gupta,"Banjara Hills, Pune - 627835",Salary,2026-06-17T20:17:21.330410,890.06,NEFT,Housing Society Maintenance,DEV-207392,IN,Pune,925,871.43,0,False,,,,,
TXN001447,ACC000708,Anjali Bose,"HSR Layout, Mumbai - 585550",Savings,2026-05-19T07:18:28.985789,689.87,POS,Metro Card Recharge,DEV-419626,IN,Mumbai,1567,583.52,0,False,,,,,
TXN001448,ACC000548,Divya Mehta,"Kothrud, Hyderabad - 478108",Salary,2026-05-26T04:47:17.989043,8368.66,UPI,Ola,DEV-975355,IN,Hyderabad,301,6072.5,20,False,unusual transaction hour (04:00),,,,
TXN001449,ACC002051,Priya Mehta,"Ballygunge, Hyderabad - 138410",Current,2026-07-25T21:25:58.896464,36110.57,IMPS,Local Restaurant,DEV-445424,IN,Hyderabad,129,45563.42,0,False,,,,,
TXN001450,ACC000500,Karan Iyer,"Banjara Hills, Mumbai - 435209",Savings,2026-05-02T13:19:52.257968,16224.85,IMPS,Zomato,DEV-270757,IN,Mumbai,351,11528.44,0,False,,,,,
TXN001451,ACC000521,Meera Patel,"Salt Lake, Pune - 346019",Salary,2026-07-08T08:06:00.332825,6871.64,IMPS,Rent Payment - Landlord,DEV-159191,IN,Pune,1762,6486.86,0,False,,,,,
TXN001452,ACC001982,Kavita Kumar,"Ballygunge, Mumbai - 875521",Salary,2026-07-22T12:38:15.208531,507.62,Card,Apollo Pharmacy,DEV-755352,IN,Mumbai,1740,316.04,0,False,,,,,
TXN001453,ACC001430,Vikram Sharma,"Alwarpet, Kolkata - 330628",Savings,2026-07-16T19:53:21.460111,131.64,IMPS,Petrol Pump - HP,DEV-502680,IN,Kolkata,2060,637.36,0,False,,,,,
TXN001454,ACC001299,Karan Mehta,"Gachibowli, Pune - 570815",Current,2026-05-19T15:15:01.958319,1329.11,Card,IRCTC,DEV-623852,IN,Pune,2494,894.49,0,False,,,,,
TXN001455,ACC002109,Meera Mehta,"Salt Lake, Mumbai - 161746",Savings,2026-05-01T18:06:09.644956,21936.39,POS,BSES Electricity Bill,DEV-334311,IN,Mumbai,1726,13036.67,0,False,,,,,
TXN001456,ACC000414,Sunita Rao,"Alwarpet, Hyderabad - 241081",Savings,2026-05-22T19:00:56.805427,62550.22,UPI,IRCTC,DEV-168079,IN,Hyderabad,1687,64298.73,0,False,,,,,
TXN001457,ACC001701,Meera Chatterjee,"Banjara Hills, Kolkata - 893701",Savings,2026-06-19T22:31:32.217485,38185.39,POS,Myntra,DEV-934471,IN,Kolkata,1116,26917.82,0,False,,,,,
TXN001458,ACC001458,Meera Gupta,"Vasant Kunj, Delhi - 432120",Salary,2026-05-26T05:57:05.731971,4728.62,Card,Unverified Marketplace Seller,DEV-535637,IN,Delhi,580,1371.2,58,True,amount 3.4x above account average; high-risk merchant category (Unverified Marketplace Seller),Route to Analyst,75,A transaction with an unverified marketplace seller requires analyst review due to the elevated risk of merchant fraud.,risky_merchant
TXN001459,ACC000483,Shalini Mehta,"Alwarpet, Delhi - 844305",Savings,2026-06-28T08:20:13.479851,3063.88,IMPS,Housing Society Maintenance,DEV-625808,IN,Delhi,2427,2823.8,0,False,,,,,
TXN001460,ACC001255,Anil Verma,"Powai, Mumbai - 398531",NRI,2026-05-10T21:01:04.592546,60312.59,UPI,Local Kirana Store,DEV-893784,IN,Mumbai,338,57721.85,0,False,,,,,
TXN001461,ACC000429,Karan Iyer,"HSR Layout, Delhi - 892453",Savings,2026-05-11T16:06:15.713506,30346.16,POS,School Fee Payment,DEV-948612,IN,Delhi,2191,61338.41,0,False,,,,,
TXN001462,ACC001005,Neha Sharma,"Salt Lake, Mumbai - 694469",Current,2026-07-01T21:16:28.224902,15150.47,IMPS,Salary Credit - Employer,DEV-801569,IN,Mumbai,255,12571.09,0,False,,,,,
TXN001463,ACC001889,Deepak Sharma,"Banjara Hills, Delhi - 466901",Savings,2026-07-26T20:02:23.415221,709.46,Card,Local Restaurant,DEV-508556,IN,Delhi,43,593.21,0,False,,,,,
TXN001464,ACC001774,Vikram Gupta,"Powai, Mumbai - 657656",Savings,2026-07-08T08:10:41.347486,59049.67,IMPS,Rent Payment - Landlord,DEV-928332,IN,Mumbai,2320,46216.1,0,False,,,,,
TXN001465,ACC001584,Divya Patel,"Powai, Chennai - 887769",Savings,2026-05-16T01:21:32.360903,3014.42,UPI,Petrol Pump - HP,DEV-671004,IN,Chennai,137,2784.6,20,False,unusual transaction hour (01:00),,,,
TXN001466,ACC001578,Karan Chatterjee,"Powai, Bengaluru - 210484",Current,2026-07-01T21:41:35.748744,924.08,POS,Metro Card Recharge,DEV-873732,IN,Bengaluru,342,695.18,0,False,,,,,
